Poke ID,Abilities
811,grassy-surge
812,overgrow
812,grassy-surge
813,blaze
813,libero
814,blaze
814,libero
815,blaze
815,libero
816,torrent
816,sniper
817,torrent
817,sniper
818,torrent
818,sniper
819,cheek-pouch
819,gluttony
820,cheek-pouch
820,gluttony
821,keen-eye
821,unnerve
821,big-pecks
822,keen-eye
822,unnerve
822,big-pecks
823,pressure
823,unnerve
823,mirror-armor
824,swarm
824,compound-eyes
824,telepathy
825,swarm
825,compound-eyes
825,telepathy
826,swarm
826,frisk
826,telepathy
827,run-away
827,unburden
827,stakeout
828,run-away
828,unburden
828,stakeout
829,cotton-down
829,regenerator
829,effect-spore
830,cotton-down
830,regenerator
830,effect-spore
831,fluffy
831,run-away
831,bulletproof
832,fluffy
832,steadfast
832,bulletproof
833,strong-jaw
833,shell-armor
833,swift-swim
834,strong-jaw
834,shell-armor
834,swift-swim
835,ball-fetch
835,rattled
836,strong-jaw
836,competitive
837,steam-engine
837,heatproof
837,flash-fire
838,steam-engine
838,flame-body
838,flash-fire
839,steam-engine
839,flame-body
839,flash-fire
840,ripen
840,gluttony
840,bulletproof
841,ripen
841,gluttony
841,hustle
842,ripen
842,gluttony
842,thick-fat
843,sand-spit
843,shed-skin
843,sand-veil
844,sand-spit
844,shed-skin
844,sand-veil
845,gulp-missile
846,swift-swim
846,propeller-tail
847,swift-swim
847,propeller-tail
848,rattled
848,static
848,klutz
849,punk-rock
849,plus
849,technician
850,flash-fire
850,white-smoke
850,flame-body
851,flash-fire
851,white-smoke
851,flame-body
852,limber
852,technician
853,limber
853,technician
854,weak-armor
854,cursed-body
855,weak-armor
855,cursed-body
856,healer
856,anticipation
856,magic-bounce
857,healer
857,anticipation
857,magic-bounce
858,healer
858,anticipation
858,magic-bounce
859,prankster
859,frisk
859,pickpocket
860,prankster
860,frisk
860,pickpocket
861,prankster
861,frisk
861,pickpocket
862,reckless
862,guts
862,defiant
863,battle-armor
863,tough-claws
863,steely-spirit
864,weak-armor
864,perish-body
865,steadfast
865,scrappy
866,tangled-feet
866,screen-cleaner
866,ice-body
867,wandering-spirit
868,sweet-veil
868,aroma-veil
869,sweet-veil
869,aroma-veil
870,battle-armor
870,defiant
871,lightning-rod
871,electric-surge
872,shield-dust
872,ice-scales
873,shield-dust
873,ice-scales
874,power-spot
875,ice-face
876,inner-focus
876,synchronize
876,psychic-surge
877,hunger-switch
878,sheer-force
878,heavy-metal
879,sheer-force
879,heavy-metal
880,volt-absorb
880,hustle
880,sand-rush
881,volt-absorb
881,static
881,slush-rush
882,water-absorb
882,strong-jaw
882,sand-rush
883,water-absorb
883,ice-body
883,slush-rush
884,light-metal
884,heavy-metal
884,stalwart
885,clear-body
885,infiltrator
885,cursed-body
886,clear-body
886,infiltrator
886,cursed-body
887,clear-body
887,infiltrator
887,cursed-body
888,intrepid-sword
889,dauntless-shield
890,pressure
891,inner-focus
892,unseen-fist
893,leaf-guard
894,transistor
895,dragons-maw
896,chilling-neigh
897,grim-neigh
898,unnerve
899,intimidate
899,frisk
899,sap-sipper
900,swarm
900,sheer-force
900,sharpness
901,guts
901,bulletproof
901,unnerve
902,swift-swim
902,adaptability
902,mold-breaker
903,pressure
903,unburden
903,poison-touch
904,poison-point
904,swift-swim
904,intimidate
905,cute-charm
905,contrary
906,overgrow
906,protean
907,overgrow
907,protean
908,overgrow
908,protean
909,blaze
909,unaware
910,blaze
910,unaware
911,blaze
911,unaware
912,torrent
912,moxie
913,torrent
913,moxie
914,torrent
914,moxie
915,aroma-veil
915,gluttony
915,thick-fat
916,lingering-aroma
916,gluttony
916,thick-fat
917,insomnia
917,stakeout
918,insomnia
918,stakeout
919,swarm
919,tinted-lens
920,swarm
920,tinted-lens
921,static
921,natural-cure
921,iron-fist
922,volt-absorb
922,natural-cure
922,iron-fist
923,volt-absorb
923,natural-cure
923,iron-fist
924,run-away
924,pickup
924,own-tempo
925,friend-guard
925,cheek-pouch
925,technician
926,own-tempo
926,klutz
927,well-baked-body
927,aroma-veil
928,early-bird
928,harvest
929,early-bird
929,harvest
930,seed-sower
930,harvest
931,intimidate
931,hustle
931,guts
932,purifying-salt
932,sturdy
932,clear-body
933,purifying-salt
933,sturdy
933,clear-body
934,purifying-salt
934,sturdy
934,clear-body
935,flash-fire
935,flame-body
936,flash-fire
936,weak-armor
937,flash-fire
937,weak-armor
938,own-tempo
938,static
938,damp
939,electromorphosis
939,static
939,damp
940,wind-power
940,volt-absorb
940,competitive
941,wind-power
941,volt-absorb
941,competitive
942,intimidate
942,run-away
942,stakeout
943,intimidate
943,guard-dog
943,stakeout
944,unburden
944,pickpocket
944,prankster
945,unburden
945,poison-touch
945,prankster
946,wind-rider
946,infiltrator
947,wind-rider
947,infiltrator
948,mycelium-might
948,mycelium-might
949,mycelium-might
949,mycelium-might
950,anger-shell
950,shell-armor
950,regenerator
951,chlorophyll
951,insomnia
951,klutz
952,chlorophyll
952,insomnia
952,moody
953,compound-eyes
953,shed-skin
954,synchronize
954,telepathy
955,anticipation
955,frisk
955,speed-boost
956,opportunist
956,frisk
956,speed-boost
957,mold-breaker
957,own-tempo
957,pickpocket
958,mold-breaker
958,own-tempo
958,pickpocket
959,mold-breaker
959,own-tempo
959,pickpocket
960,gooey
960,rattled
960,sand-veil
961,gooey
961,rattled
961,sand-veil
962,big-pecks
962,keen-eye
962,rocky-payload
963,water-veil
963,water-veil
964,zero-to-hero
964,zero-to-hero
965,overcoat
965,slow-start
966,overcoat
966,filter
967,shed-skin
967,regenerator
968,earth-eater
968,sand-veil
969,toxic-debris
969,corrosion
970,toxic-debris
970,corrosion
971,pickup
971,fluffy
972,sand-rush
972,fluffy
973,scrappy
973,tangled-feet
973,costar
974,thick-fat
974,snow-cloak
974,sheer-force
975,thick-fat
975,slush-rush
975,sheer-force
976,mold-breaker
976,sharpness
977,unaware
977,oblivious
977,water-veil
978,commander
978,storm-drain
979,vital-spirit
979,inner-focus
979,defiant
980,poison-point
980,water-absorb
980,unaware
981,cud-chew
981,armor-tail
981,sap-sipper
982,serene-grace
982,run-away
982,rattled
983,defiant
983,supreme-overlord
983,pressure
984,protosynthesis
984,protosynthesis
985,protosynthesis
985,protosynthesis
986,protosynthesis
986,protosynthesis
987,protosynthesis
987,protosynthesis
988,protosynthesis
988,protosynthesis
989,protosynthesis
989,protosynthesis
990,quark-drive
990,quark-drive
991,quark-drive
991,quark-drive
992,quark-drive
992,quark-drive
993,quark-drive
993,quark-drive
994,quark-drive
994,quark-drive
995,quark-drive
995,quark-drive
996,thermal-exchange
996,ice-body
997,thermal-exchange
997,ice-body
998,thermal-exchange
998,ice-body
999,rattled
999,rattled
1000,good-as-gold
1000,good-as-gold
1001,tablets-of-ruin
1001,tablets-of-ruin
1002,sword-of-ruin
1002,sword-of-ruin
1003,vessel-of-ruin
1003,vessel-of-ruin
1004,beads-of-ruin
1004,beads-of-ruin
1005,protosynthesis
1005,protosynthesis
1006,quark-drive
1006,quark-drive
1007,orichalcum-pulse
1007,orichalcum-pulse
1008,hadron-engine
1008,hadron-engine
1009,protosynthesis
1009,protosynthesis
1010,quark-drive
1010,quark-drive
1011,supersweet-syrup
1011,gluttony
1011,sticky-hold
1012,hospitality
1012,heatproof
1013,hospitality
1013,heatproof
1014,toxic-chain
1014,guard-dog
1015,toxic-chain
1015,frisk
1016,toxic-chain
1016,technician
1017,defiant
1018,stamina
1018,sturdy
1018,stalwart
1019,supersweet-syrup
1019,regenerator
1019,sticky-hold
1020,protosynthesis
1021,protosynthesis
1022,quark-drive
1023,quark-drive
1024,tera-shift
1025,poison-puppeteer
10001,pressure
10002,pressure
10003,pressure
10004,anticipation
10004,overcoat
10005,anticipation
10005,overcoat
10006,serene-grace
10007,levitate
10008,levitate
10009,levitate
10010,levitate
10011,levitate
10012,levitate
10013,forecast
10014,forecast
10015,forecast
10016,rock-head
10016,adaptability
10016,mold-breaker
10017,sheer-force
10017,zen-mode
10018,serene-grace
10019,regenerator
10020,volt-absorb
10021,intimidate
10022,teravolt
10023,turboblaze
10024,justified
10025,keen-eye
10025,infiltrator
10025,competitive
10026,stance-change
10027,pickup
10027,frisk
10027,insomnia
10028,pickup
10028,frisk
10028,insomnia
10029,pickup
10029,frisk
10029,insomnia
10030,pickup
10030,frisk
10030,insomnia
10031,pickup
10031,frisk
10031,insomnia
10032,pickup
10032,frisk
10032,insomnia
10033,thick-fat
10034,tough-claws
10035,drought
10036,mega-launcher
10037,trace
10038,shadow-tag
10039,parental-bond
10040,aerilate
10041,mold-breaker
10042,tough-claws
10043,steadfast
10044,insomnia
10045,mold-breaker
10046,technician
10047,skill-link
10048,solar-power
10049,sand-stream
10050,speed-boost
10051,pixilate
10052,huge-power
10053,filter
10054,pure-power
10055,intimidate
10056,prankster
10057,magic-bounce
10058,sand-force
10059,adaptability
10060,snow-warning
10061,flower-veil
10061,symbiosis
10062,levitate
10063,levitate
10064,swift-swim
10065,lightning-rod
10066,magic-bounce
10067,pixilate
10068,inner-focus
10069,healer
10070,strong-jaw
10071,shell-armor
10072,sand-force
10073,no-guard
10074,refrigerate
10075,magic-bounce
10076,tough-claws
10077,primordial-sea
10078,desolate-land
10079,delta-stream
10080,static
10080,lightning-rod
10081,static
10081,lightning-rod
10082,static
10082,lightning-rod
10083,static
10083,lightning-rod
10084,static
10084,lightning-rod
10085,static
10085,lightning-rod
10086,magician
10087,sheer-force
10088,scrappy
10089,aerilate
10090,adaptability
10091,gluttony
10091,hustle
10091,thick-fat
10092,gluttony
10092,hustle
10092,thick-fat
10093,gluttony
10093,hustle
10093,thick-fat
10094,static
10094,lightning-rod
10095,static
10095,lightning-rod
10096,static
10096,lightning-rod
10097,static
10097,lightning-rod
10098,static
10098,lightning-rod
10099,static
10099,lightning-rod
10100,surge-surfer
10101,snow-cloak
10101,slush-rush
10102,snow-cloak
10102,slush-rush
10103,snow-cloak
10103,snow-warning
10104,snow-cloak
10104,snow-warning
10105,sand-veil
10105,tangling-hair
10105,sand-force
10106,sand-veil
10106,tangling-hair
10106,sand-force
10107,pickup
10107,technician
10107,rattled
10108,fur-coat
10108,technician
10108,rattled
10109,magnet-pull
10109,sturdy
10109,galvanize
10110,magnet-pull
10110,sturdy
10110,galvanize
10111,magnet-pull
10111,sturdy
10111,galvanize
10112,poison-touch
10112,gluttony
10112,power-of-alchemy
10113,poison-touch
10113,gluttony
10113,power-of-alchemy
10114,frisk
10114,harvest
10115,cursed-body
10115,lightning-rod
10115,rock-head
10116,battle-bond
10117,battle-bond
10118,power-construct
10119,power-construct
10120,power-construct
10121,stakeout
10121,strong-jaw
10121,adaptability
10122,levitate
10123,dancer
10124,dancer
10125,dancer
10126,keen-eye
10126,vital-spirit
10126,no-guard
10127,schooling
10128,leaf-guard
10128,contrary
10129,corrosion
10129,oblivious
10130,shields-down
10131,shields-down
10132,shields-down
10133,shields-down
10134,shields-down
10135,shields-down
10136,shields-down
10137,shields-down
10138,shields-down
10139,shields-down
10140,shields-down
10141,shields-down
10142,shields-down
10143,disguise
10144,disguise
10145,disguise
10146,bulletproof
10146,soundproof
10146,overcoat
10147,soul-heart
10148,static
10148,lightning-rod
10149,cursed-body
10149,lightning-rod
10149,rock-head
10150,honey-gather
10150,shield-dust
10150,sweet-veil
10151,own-tempo
10152,tough-claws
10153,water-bubble
10153,water-absorb
10154,iron-barbs
10154,lightning-rod
10154,sturdy
10155,prism-armor
10156,prism-armor
10157,neuroforce
10158,static
10158,lightning-rod
10159,run-away
10159,adaptability
10159,anticipation
10160,static
10160,lightning-rod
10161,pickup
10161,tough-claws
10161,unnerve
10162,run-away
10162,pastel-veil
10162,anticipation
10163,run-away
10163,pastel-veil
10163,anticipation
10164,gluttony
10164,own-tempo
10164,regenerator
10165,quick-draw
10165,own-tempo
10165,regenerator
10166,steadfast
10166,scrappy
10167,levitate
10167,neutralizing-gas
10167,misty-surge
10168,vital-spirit
10168,screen-cleaner
10168,ice-body
10169,competitive
10170,defiant
10171,berserk
10172,curious-medicine
10172,own-tempo
10172,regenerator
10173,weak-armor
10173,cursed-body
10174,pickup
10174,gluttony
10174,quick-feet
10175,pickup
10175,gluttony
10175,quick-feet
10176,hustle
10176,inner-focus
10177,gorilla-tactics
10177,zen-mode
10178,gorilla-tactics
10178,zen-mode
10179,wandering-spirit
10180,mimicry
10181,aura-break
10182,gulp-missile
10183,gulp-missile
10184,punk-rock
10184,minus
10184,technician
10185,ice-face
10186,own-tempo
10186,synchronize
10186,psychic-surge
10187,hunger-switch
10188,intrepid-sword
10189,dauntless-shield
10190,pressure
10191,unseen-fist
10192,leaf-guard
10193,as-one-glastrier
10194,as-one-spectrier
10195,overgrow
10195,chlorophyll
10196,blaze
10196,solar-power
10197,torrent
10197,rain-dish
10198,compound-eyes
10198,tinted-lens
10199,static
10199,lightning-rod
10200,pickup
10200,technician
10200,unnerve
10201,guts
10201,no-guard
10201,steadfast
10202,cursed-body
10203,hyper-cutter
10203,shell-armor
10203,sheer-force
10204,water-absorb
10204,shell-armor
10204,hydration
10205,run-away
10205,adaptability
10205,anticipation
10206,immunity
10206,thick-fat
10206,gluttony
10207,stench
10207,weak-armor
10207,aftermath
10208,iron-fist
10209,overgrow
10209,grassy-surge
10210,blaze
10210,libero
10211,torrent
10211,sniper
10212,pressure
10212,unnerve
10212,mirror-armor
10213,swarm
10213,frisk
10213,telepathy
10214,strong-jaw
10214,shell-armor
10214,swift-swim
10215,steam-engine
10215,flame-body
10215,flash-fire
10216,ripen
10216,gluttony
10216,hustle
10217,ripen
10217,gluttony
10217,thick-fat
10218,sand-spit
10218,shed-skin
10218,sand-veil
10219,punk-rock
10219,plus
10219,technician
10220,flash-fire
10220,white-smoke
10220,flame-body
10221,healer
10221,anticipation
10221,magic-bounce
10222,prankster
10222,frisk
10222,pickpocket
10223,sweet-veil
10223,aroma-veil
10224,sheer-force
10224,heavy-metal
10225,light-metal
10225,heavy-metal
10225,stalwart
10226,unseen-fist
10227,unseen-fist
10228,punk-rock
10228,minus
10228,technician
10229,intimidate
10229,flash-fire
10229,rock-head
10230,intimidate
10230,flash-fire
10230,rock-head
10231,soundproof
10231,static
10231,aftermath
10232,soundproof
10232,static
10232,aftermath
10233,blaze
10233,frisk
10234,poison-point
10234,swift-swim
10234,intimidate
10235,inner-focus
10235,keen-eye
10235,pickpocket
10236,torrent
10236,sharpness
10237,chlorophyll
10237,hustle
10237,leaf-guard
10238,illusion
10239,illusion
10240,keen-eye
10240,sheer-force
10240,tinted-lens
10241,sap-sipper
10241,shell-armor
10241,gooey
10242,sap-sipper
10242,shell-armor
10242,gooey
10243,strong-jaw
10243,ice-body
10243,sturdy
10244,overgrow
10244,scrappy
10245,pressure
10245,telepathy
10246,pressure
10246,telepathy
10247,rattled
10247,adaptability
10247,mold-breaker
10248,swift-swim
10248,adaptability
10248,mold-breaker
10249,overcoat
10250,intimidate
10250,anger-point
10250,cud-chew
10251,intimidate
10251,anger-point
10251,cud-chew
10252,intimidate
10252,anger-point
10252,cud-chew
10253,poison-point
10253,water-absorb
10253,unaware
10254,aroma-veil
10254,gluttony
10254,thick-fat
10255,serene-grace
10255,run-away
10255,rattled
10256,zero-to-hero
10256,zero-to-hero
10257,friend-guard
10257,cheek-pouch
10257,technician
10258,commander
10258,storm-drain
10259,commander
10259,storm-drain
10260,intimidate
10260,hustle
10260,guts
10261,intimidate
10261,hustle
10261,sheer-force
10262,intimidate
10262,hustle
10262,sheer-force
10263,run-away
10263,run-away
10264,orichalcum-pulse
10264,orichalcum-pulse
10265,orichalcum-pulse
10265,orichalcum-pulse
10266,orichalcum-pulse
10266,orichalcum-pulse
10267,orichalcum-pulse
10267,orichalcum-pulse
10268,hadron-engine
10268,hadron-engine
10269,hadron-engine
10269,hadron-engine
10270,hadron-engine
10270,hadron-engine
10271,hadron-engine
10271,hadron-engine
10272,minds-eye
10273,water-absorb
10274,mold-breaker
10275,sturdy
10276,tera-shell
10277,teraform-zero
